group	gene	chrom	start	end	strand	gex
ec_tran_only	POU3F3	chr2	104853287	104858574	+	882.423067426177
ec_tran_only	7SK	chr1	120228046	120228295	-	865.953324166922
ec_tran_only	IER5	chr1	181088700	181092900	+	863.890806395277
ec_tran_only	CBX5	chr12	54230942	54280133	-	862.106358179901
ec_tran_only	PSMB6	chr17	4796144	4798502	+	862.049665061377
ec_tran_only	IER2	chr19	13150411	13154911	+	859.960030756995
ec_tran_only	NCBP2AS2	chr3	196942674	196943543	+	859.273405718081
ec_tran_only	DSEL	chr18	67506587	67516720	-	855.378813601479
ec_tran_only	H1-2	chr6	26055740	26056470	-	849.193496414786
ec_tran_only	SON	chr21	33543038	33577481	+	848.50418000041
ec_tran_only	SOX8	chr16	981770	986979	+	846.716402360936
ec_tran_only	DNAJA1	chr9	33025273	33039907	+	842.074355658079
ec_tran_only	ZNF24	chr18	35332227	35345482	-	835.964173037437
ec_tran_only	NPM1	chr5	171387116	171411810	+	820.354291598339
ec_tran_only	INSIG1	chr7	155297776	155310235	+	816.180728770943
ec_tran_only	NDUFA4	chr7	10931943	10940153	-	798.943516122801
ec_tran_only	ATP5F1A	chr18	46080248	46104334	-	796.074779073433
ec_tran_only	H3-3A	chr1	226061851	226072019	+	769.481420750151
ec_tran_only	CD2BP2	chr16	30350773	30355308	-	767.917663731376
ec_tran_only	RPS5	chr19	58386400	58394806	+	763.332680048487
ec_tran_only	IGFBP5	chr2	216672105	216695549	-	763.115362010114
ec_tran_only	FKBP10	chr17	41812680	41823213	+	759.692388521054
ec_tran_only	CSDE1	chr1	114716913	114758676	-	752.100897770437
ec_tran_only	TPM4	chr19	16067021	16103002	+	747.817219010651
ec_tran_only	GNAS	chr20	58839718	58911192	+	742.79929944513
ec_tran_only	SRSF7	chr2	38743599	38751494	-	727.117519963011
ec_tran_only	ILK	chr11	6603708	6610874	+	721.10292476553
ec_tran_only	CALM2	chr2	47160083	47176921	-	720.904083979048
ec_tran_only	YWHAE	chr17	1344275	1400222	-	719.823670548038
ec_tran_only	TRA2B	chr3	185914558	185938103	-	719.143820385375
ec_tran_only	CD151	chr11	832887	839831	+	718.078417532219
ec_tran_only	SALL1	chr16	51135975	51151367	-	716.011582254979
ec_tran_only	NOP10	chr15	34341719	34343136	-	710.049589604296
ec_tran_only	CNBP	chr3	129167827	129183922	-	707.770946728413
ec_tran_only	LAMC1	chr1	183023420	183145592	+	707.445899284985
ec_tran_only	RPS28	chr19	8321158	8323340	+	703.405865330311
ec_tran_only	CHMP1B	chr18	11851413	11854444	+	703.158667474843
ec_tran_only	CCT5	chr5	10249929	10266389	+	700.166306353913
ec_tran_only	CDKN1A	chr6	36676460	36687337	+	693.868636477685
ec_tran_only	ATP1A2	chr1	160115759	160143591	+	684.419790232159
ec_tran_only	PLEKHG2	chr19	39412669	39428415	+	683.29115604681
ec_tran_only	SLC35B2	chr6	44254096	44257890	-	678.857491750138
ec_tran_only	UBE2S	chr19	55399745	55407788	-	667.544895131344
ec_tran_only	BTG1	chr12	92140278	92145846	-	662.278952488485
ec_tran_only	LMO4	chr1	87328880	87348923	+	660.881065326893
ec_tran_only	KPNB1	chr17	47649476	47685505	+	657.378827880389
ec_tran_only	PDIA4	chr7	149003062	149028662	-	652.780937869306
ec_tran_only	STOML2	chr9	35099776	35103195	-	649.904333638002
ec_tran_only	SRRT	chr7	100875103	100888664	+	647.845300588722
ec_tran_only	SYT11	chr1	155859567	155885199	+	642.230723589342
ec_tran_only	C6orf62	chr6	24704861	24719998	-	639.369416943706
ec_tran_only	TWF1	chr12	43793723	43806328	-	636.994377828585
ec_tran_only	ARF1	chr1	228082660	228099212	+	630.767965387093
ec_tran_only	EPHB3	chr3	184561785	184582408	+	627.226542565296
ec_tran_only	CRIP2	chr14	105472962	105480162	+	625.741823269882
ec_tran_only	EIF3B	chr7	2354086	2380745	+	624.853010882185
ec_tran_only	TMED9	chr5	177592203	177597242	+	621.134179735274
ec_tran_only	BAG6	chr6	31639028	31652705	-	618.276803874489
ec_tran_only	SPRY1	chr4	123396795	123403760	+	611.449339728613
ec_tran_only	RAB1B	chr11	66268590	66277492	+	596.691552850016
ec_tran_only	C6orf120	chr6	169702190	169704856	+	587.878676546627
ec_tran_only	EMD	chrX	154379273	154381523	+	581.41518688999
ec_tran_only	NASP	chr1	45583846	45618904	+	580.087694089945
ec_tran_only	PLK2	chr5	58453982	58460139	-	577.772531182161
ec_tran_only	HNRNPH2	chrX	101408222	101414133	+	576.302248020273
ec_tran_only	EIF3G	chr19	10115014	10119918	-	574.807580110813
ec_tran_only	POLR2A	chr17	7484366	7514616	+	571.898316086624
ec_tran_only	TMEM97	chr17	28319200	28328685	+	568.484389640521
ec_tran_only	ATP1B2	chr17	7646627	7657770	+	557.858206729713
ec_tran_only	PRMT1	chr19	49675786	49689029	+	556.51875242193
ec_tran_only	SMIM30	chr7	113116718	113118560	-	547.332045639933
ec_tran_only	LPL	chr8	19901717	19967259	+	545.593642444172
ec_tran_only	USP1	chr1	62436297	62451804	+	543.845507695304
ec_tran_only	POP7	chr7	100706121	100707486	+	543.685643964147
ec_tran_only	SBDS	chr7	66987680	66995587	-	543.030147449037
ec_tran_only	STARD7	chr2	96184859	96208825	-	542.011424623721
ec_tran_only	DDX39B	chr6	31530219	31542448	-	539.321977219034
ec_tran_only	ATP5F1E	chr20	59025475	59032345	-	538.858709244114
ec_tran_only	RAB34	chr17	28714281	28718429	-	537.699065255636
ec_tran_only	CFL1	chr11	65823022	65862026	-	537.071638056646
ec_tran_only	JUNB	chr19	12791486	12793315	+	526.509640999968
ec_tran_only	CDKN1B	chr12	12715058	12722369	+	522.517661822469
ec_tran_only	HNRNPL	chr19	38836388	38852347	-	518.611158838035
ec_tran_only	HIRIP3	chr16	29992330	29996074	-	515.636536016627
ec_tran_only	DDOST	chr1	20651767	20661544	-	514.874383866407
ec_tran_only	IDI1	chr10	1039152	1049170	-	514.816524997065
ec_tran_only	SSNA1	chr9	137188660	137190370	+	513.295186510639
ec_tran_only	DEK	chr6	18223860	18264548	-	511.266940284535
ec_tran_only	PTOV1	chr19	49850735	49860744	+	510.833024146611
ec_tran_only	SYNCRIP	chr6	85607779	85644063	-	508.216759694045
ec_tran_only	BCLAF1	chr6	136256627	136289851	-	505.273740812069
ec_tran_only	SALL2	chr14	21521080	21537216	-	503.887032057811
ec_tran_only	SAP18	chr13	21140514	21149084	+	503.514646587957
ec_tran_only	PTN	chr7	137227341	137343774	-	503.140534002095
ec_tran_only	ARPC5	chr1	183620846	183635783	-	502.242894020956
ec_tran_only	CCNI	chr4	77047155	77076309	-	501.861889906363
ec_tran_only	SLC39A6	chr18	36108531	36129385	-	499.279384392054
ec_tran_only	KLF6	chr10	3775996	3785281	-	497.126192759379
ec_tran_only	ZKSCAN1	chr7	100015572	100041689	+	495.441070362696
ec_tran_only	RPL38	chr17	74203582	74210655	+	493.19663371657
ec_tran_only	ITM2C	chr2	230864639	230879248	+	491.279485950908
ec_tran_only	RBBP4	chr1	32651142	32686211	+	484.748367939441
ec_tran_only	PARP1	chr1	226360210	226408154	-	483.331899290783
ec_tran_only	MSMO1	chr4	165327667	165343164	+	478.696358570205
ec_tran_only	VAMP2	chr17	8159149	8163546	-	478.196606884216
ec_tran_only	CCND2	chr12	4269771	4305353	+	475.849872806422
ec_tran_only	PANK3	chr5	168548495	168579368	-	475.635273071026
ec_tran_only	PPP1CC	chr12	110719680	110742939	-	475.398564414268
ec_tran_only	GNG11	chr7	93921735	93928610	+	473.770437162642
ec_tran_only	DAXX	chr6	33318558	33323016	-	470.061532659339
ec_tran_only	H2BC12	chr6	27146361	27146855	-	465.780466878702
ec_tran_only	MIDN	chr19	1248553	1259140	+	465.372463708846
ec_tran_only	SDR39U1	chr14	24439766	24442905	-	464.883694379958
ec_tran_only	SGCB	chr4	52020706	52038299	-	461.233463728985
ec_tran_only	DBN1	chr5	177456608	177474401	-	460.587316845728
ec_tran_only	PBX2	chr6	32184733	32190202	-	460.453229919259
ec_tran_only	DHX9	chr1	182839347	182887982	+	458.187577941028
ec_tran_only	NDUFA6	chr22	42085526	42090884	-	457.472775817479
ec_tran_only	ATN1	chr12	6924463	6942321	+	455.200131122456
ec_tran_only	USP11	chrX	47232866	47248328	+	450.569337792087
ec_tran_only	RNF5	chr6	32178405	32180793	+	449.12404337774
ec_tran_only	WDR82	chr3	52254434	52288020	-	448.869474729773
ec_tran_only	CEBPG	chr19	33373685	33382686	+	447.804502586743
ec_tran_only	SRF	chr6	43171269	43181506	+	446.987208381542
ec_tran_only	PSMA4	chr15	78540405	78552417	+	446.885642217254
ec_tran_only	PON2	chr7	95404862	95435329	-	441.950828726597
ec_tran_only	CCNL1	chr3	157146508	157160760	-	431.375962495208
ec_tran_only	ATXN2L	chr16	28823035	28837237	+	429.310454236989
ec_tran_only	AC093673.1	chr7	143379692	143380495	-	426.850034597576
ec_tran_only	ZNF281	chr1	200404940	200410056	-	425.836835423605
ec_tran_only	CCDC85B	chr11	65890673	65891635	+	423.48809421018
ec_tran_only	EN1	chr2	118842171	118847648	-	416.632400814368
ec_tran_only	AGRN	chr1	1020120	1056118	+	415.755023851587
ec_tran_only	CDC25B	chr20	3786772	3806121	+	413.9538562302
ec_tran_only	RIC8A	chr11	207511	215113	+	413.508653578965
ec_tran_only	NKX2-5	chr5	173232109	173235311	-	413.193961535819
ec_tran_only	FGD5-AS1	chr3	14920347	14948424	-	411.176314901553
ec_tran_only	DCXR	chr17	82035136	82037709	-	410.597310744661
ec_tran_only	CDKN2C	chr1	50960745	50974634	+	410.575784840405
ec_tran_only	MLLT11	chr1	151060397	151069544	+	408.610851429143
ec_tran_only	HNRNPUL1	chr19	41262496	41307787	+	400.12287341483
ec_tran_only	SCRN1	chr7	29920104	29990289	-	400.037367520131
ec_tran_only	TGFB1I1	chr16	31471585	31477960	+	398.992721362069
ec_tran_only	RHOC	chr1	112701127	112707434	-	398.199275452783
ec_tran_only	MSL1	chr17	40121971	40136917	+	395.224094662106
ec_tran_only	MANF	chr3	51385291	51389397	+	393.914857064903
ec_tran_only	VMA21	chrX	151396515	151409364	+	392.893311468897
ec_tran_only	DDX6	chr11	118747763	118791164	-	392.13993668364
ec_tran_only	MRPL17	chr11	6680385	6683340	-	391.208113113282
ec_tran_only	CCAR2	chr8	22604632	22621514	+	390.376486862995
ec_tran_only	ITPRIPL2	chr16	19113932	19121629	+	389.958185579821
ec_tran_only	CLK1	chr2	200853009	200864744	-	389.911405993869
ec_tran_only	NLGN3	chrX	71144831	71171201	+	386.869738074359
ec_tran_only	CLIC1	chr6	31730581	31739763	-	385.30925241801
ec_tran_only	PNISR	chr6	99398050	99425331	-	383.657894274003
ec_tran_only	UBE2I	chr16	1308880	1327018	+	381.790695269174
ec_tran_only	CLTC	chr17	59619689	59696956	+	381.587321156799
ec_tran_only	FAM32A	chr19	16185380	16192046	+	381.311252567022
ec_tran_only	SNRNP70	chr19	49085419	49108605	+	381.212557018388
ec_tran_only	TIMP2	chr17	78852977	78925387	-	380.82837413372
ec_tran_only	GDF11	chr12	55743122	55757264	+	379.775512216723
ec_tran_only	COL20A1	chr20	63293186	63334851	+	378.903739945783
ec_tran_only	STMN3	chr20	63639705	63657682	-	377.114285235329
ec_tran_only	CTNNB1	chr3	41194741	41260096	+	376.939227549438
ec_tran_only	ADAR	chr1	154582057	154628013	-	375.634003897889
ec_tran_only	LSM5	chr7	32485338	32495283	-	375.397701184055
ec_tran_only	KIAA0100	chr17	28614446	28645454	-	371.868257877089
ec_tran_only	HNRNPC	chr14	21209136	21269494	-	370.548099808263
ec_tran_only	CDK16	chrX	47217860	47229997	+	369.98202398803
ec_tran_only	ADH5	chr4	99070978	99088801	-	369.437284085643
ec_tran_only	NT5C	chr17	75130225	75131757	-	368.693448243776
ec_tran_only	AC006064.4	chr12	6537794	6538370	-	368.447115599524
ec_tran_only	UFC1	chr1	161152776	161158856	+	368.030453608281
ec_tran_only	SUMO3	chr21	44805617	44818779	-	366.858357201725
ec_tran_only	ANXA5	chr4	121667946	121696995	-	365.154292756609
ec_tran_only	MFGE8	chr15	88898683	88913381	-	364.922871815527
ec_tran_only	RBM12	chr20	35648925	35664956	-	363.725369679781
ec_tran_only	TMEM106B	chr7	12211270	12243367	+	360.935012754307
ec_tran_only	HNRNPM	chr19	8444767	8489114	+	360.6772233997
ec_tran_only	DYNC1H1	chr14	101964573	102056443	+	360.357066410806
ec_tran_only	CNN2	chr19	1026586	1039068	+	358.957753627232
ec_tran_only	CMTM3	chr16	66603874	66613892	+	356.184833720963
ec_tran_only	MAD2L1	chr4	120055623	120066858	-	355.464901989602
ec_tran_only	SRM	chr1	11054584	11060020	-	351.518753966744
ec_tran_only	INPPL1	chr11	72223701	72239147	+	350.900865563117
ec_tran_only	C1orf43	chr1	154206696	154220637	-	348.692706671954
ec_tran_only	AC015813.1	chr17	57989039	57994850	-	348.543088754382
ec_tran_only	DDX56	chr7	44565417	44575051	-	345.26913452926
ec_tran_only	UBTF	chr17	44205033	44221626	-	343.43271890107
ec_tran_only	HOXA2	chr7	27100354	27102686	-	342.244235298887
ec_tran_only	SMC4	chr3	160399274	160434954	+	340.917490651329
ec_tran_only	TRAPPC1	chr17	7930345	7932123	-	340.174690913687
ec_tran_only	IVNS1ABP	chr1	185296388	185317273	-	336.586377035674
ec_tran_only	ZNHIT1	chr7	101218165	101224190	+	336.264258177751
ec_tran_only	SMARCA5	chr4	143513702	143557486	+	334.091409202401
ec_tran_only	BUD31	chr7	99408641	99419616	+	333.127688152806
ec_tran_only	MRPL41	chr9	137551879	137552555	+	332.717537127113
ec_tran_only	NXF1	chr11	62792123	62806302	-	332.550234678618
ec_tran_only	TARDBP	chr1	11012344	11025739	+	331.456404845558
ec_tran_only	VPS28	chr8	144423601	144428563	-	330.408591912415
ec_tran_only	GPM6B	chrX	13770939	13938638	-	330.374845881497
ec_tran_only	SLC22A17	chr14	23346306	23352912	-	329.351571587212
ec_tran_only	ADGRG1	chr16	57610652	57665580	+	326.351504361541
ec_tran_only	GBA2	chr9	35736866	35749228	-	325.032767756781
ec_tran_only	RBM39	chr20	35701347	35742312	-	323.397804478259
ec_tran_only	PLXNB2	chr22	50274979	50307646	-	322.96694116236
ec_tran_only	PHB	chr17	49404052	49414901	-	322.087003126815
ec_tran_only	PTTG1	chr5	160421855	160428739	+	320.09343832283
ec_tran_only	FKBP4	chr12	2794970	2805423	+	317.40897959906
ec_tran_only	MCM2	chr3	127598410	127622436	+	317.133610965714
ec_tran_only	NRN1	chr6	5997999	6007605	-	317.055810849655
ec_tran_only	TRIM56	chr7	101085481	101097967	+	316.248932002272
ec_tran_only	AKIRIN1	chr1	38991276	39006059	+	315.970477513895
ec_tran_only	MYL12B	chr18	3261479	3278461	+	315.599626266816
ec_tran_only	HILPDA	chr7	128455849	128458418	+	313.998333316972
ec_tran_only	KBTBD2	chr7	32868172	32894131	-	313.429664219967
ec_tran_only	MAP1A	chr15	43510958	43531620	+	311.222764310505
ec_tran_only	ACAP3	chr1	1292390	1309609	-	309.613769116168
ec_tran_only	TTYH1	chr19	54415219	54436904	+	309.379419917956
ec_tran_only	HOXB8	chr17	48611377	48615292	-	309.142631542002
ec_tran_only	PLOD3	chr7	101205977	101218420	-	308.630504152567
ec_tran_only	SRI	chr7	88205115	88226993	-	308.02415039811
ec_tran_only	TADA3	chr3	9779860	9793011	-	303.431386242052
ec_tran_only	SEPTIN7	chr7	35800932	35907105	+	302.262891703863
ec_tran_only	KDM5C	chrX	53191321	53225422	-	301.796628002457
ec_tran_only	KAT5	chr11	65711996	65719604	+	300.238629320968
ec_tran_only	CPSF7	chr11	61402641	61430031	-	299.793825595128
ec_tran_only	FAM3C	chr7	121348878	121396364	-	299.115741319457
ec_tran_only	SPTAN1	chr9	128552558	128633662	+	299.092096900248
ec_tran_only	CASP3	chr4	184627696	184649509	-	298.052035116018
ec_tran_only	IPO9	chr1	201829149	201884291	+	297.740591227717
ec_tran_only	ID2	chr2	8678845	8684461	+	297.587608492918
ec_tran_only	ANKRD52	chr12	56237807	56258384	-	294.540020536524
ec_tran_only	IER5L	chr9	129175552	129178261	-	293.776046736243
ec_tran_only	LMF2	chr22	50502949	50507702	-	292.739139212803
ec_tran_only	NACA	chr12	56712305	56731628	-	292.687641070705
ec_tran_only	TMEM259	chr19	1009648	1021179	-	292.435857679205
ec_tran_only	RPL27A	chr11	8682788	8714759	+	292.021763366663
ec_tran_only	XPO1	chr2	61476032	61538741	-	290.820860397499
ec_tran_only	NKX2-2	chr20	21511017	21514064	-	290.137748661835
ec_tran_only	ZNF207	chr17	32350132	32381885	+	287.668677819316
ec_tran_only	MOB1A	chr2	74152528	74178898	-	287.515538259717
ec_tran_only	PRKAR1A	chr17	68511780	68551319	+	286.724671583055
ec_tran_only	NFKBIA	chr14	35401513	35404749	-	286.503135725791
ec_tran_only	MDC1	chr6	30699807	30717447	-	286.424596011717
ec_tran_only	NR2F1	chr5	93583222	93594611	+	286.236650680983
ec_tran_only	G3BP1	chr5	151771045	151812911	+	286.228076223053
ec_tran_only	RCC2	chr1	17406760	17439677	-	282.841978048553
ec_tran_only	HOXB5	chr17	48591257	48593961	-	282.730276195127
ec_tran_only	PPP2R1A	chr19	52190048	52229518	+	282.546967846911
ec_tran_only	LBR	chr1	225401502	225428925	-	282.419735602701
ec_tran_only	TOP2B	chr3	25597905	25664907	-	277.654696495347
ec_tran_only	EMILIN1	chr2	27078615	27086403	+	275.610541616414
ec_tran_only	SELENON	chr1	25800176	25818221	+	274.478271957065
ec_tran_only	FAM219B	chr15	74899992	74906883	-	274.219851507533
ec_tran_only	SRSF11	chr1	70205682	70253052	+	271.546675611095
ec_tran_only	MYL6B	chr12	56152256	56159647	+	270.143258434383
ec_tran_only	ERH	chr14	69380128	69398299	-	268.470578249371
ec_tran_only	HDLBP	chr2	241227264	241317061	-	268.411891509548
ec_tran_only	C2orf68	chr2	85605254	85612066	-	267.886918900684
ec_tran_only	ETV1	chr7	13891229	13991425	-	265.952269926692
ec_tran_only	MAP1LC3B	chr16	87383953	87404779	+	265.757616682016
ec_tran_only	CD276	chr15	73683966	73714514	+	264.601574851855
ec_tran_only	CASP2	chr7	143288215	143307696	+	264.105627253988
ec_tran_only	EFEMP2	chr11	65866441	65873592	-	263.185754297107
ec_tran_only	MRPL24	chr1	156737303	156741590	-	262.150520260894
ec_tran_only	MFSD10	chr4	2930561	2934834	-	261.363346149708
