group	gene	chrom	start	end	strand	gex
ec_tran_only	IMPDH2	chr3	49024325	49029447	-	2179.83454110429
ec_tran_only	HNRNPA3	chr2	177212563	177223958	+	2179.11501210121
ec_tran_only	SMIM30	chr7	113116718	113118560	-	2159.88206132388
ec_tran_only	MARCKSL1	chr1	32333839	32336233	-	2130.28465183492
ec_tran_only	COX5B	chr2	97646062	97648383	+	2108.26488922898
ec_tran_only	HIGD2A	chr5	176388751	176389761	+	2104.55286773221
ec_tran_only	HLA-A	chr6	29941260	29945884	+	2102.3081761124
ec_tran_only	RPL30	chr8	98024851	98046469	-	2071.576833985
ec_tran_only	CNBP	chr3	129167827	129183922	-	2056.41119903846
ec_tran_only	OAZ1	chr19	2269509	2273490	+	2048.20357669952
ec_tran_only	PABPC1	chr8	100685816	100722809	-	2009.31568332714
ec_tran_only	MORF4L2	chrX	103675496	103688158	-	1993.5052382082
ec_tran_only	TCEAL9	chrX	103356489	103358462	+	1971.93435944881
ec_tran_only	SOX4	chr6	21593751	21598619	+	1945.52961218483
ec_tran_only	RPS19	chr19	41860255	41872925	+	1929.72637825122
ec_tran_only	ARMCX3	chrX	101622797	101627843	+	1916.86784470537
ec_tran_only	RN7SL1	chr14	49586580	49586878	+	1910.76056852788
ec_tran_only	NCL	chr2	231453531	231483641	-	1891.68335056733
ec_tran_only	7SK	chr1	120228046	120228295	-	1886.56940495844
ec_tran_only	SNRPD2	chr19	45687454	45692569	-	1884.63720936785
ec_tran_only	SIGMAR1	chr9	34634722	34637809	-	1871.82338212757
ec_tran_only	NAXE	chr1	156591762	156594299	+	1834.57821060953
ec_tran_only	H3-3B	chr17	75776434	75785893	-	1804.35393324116
ec_tran_only	ARHGDIA	chr17	81867721	81871378	-	1793.41934143234
ec_tran_only	BANF1	chr11	66002228	66004149	+	1786.88029779614
ec_tran_only	SERBP1	chr1	67407810	67430415	-	1762.5430190615
ec_tran_only	YBX1	chr1	42682418	42703805	+	1762.0193613177
ec_tran_only	SNHG1	chr11	62851984	62855953	-	1758.42023905494
ec_tran_only	CD63	chr12	55725323	55729707	-	1757.78791389461
ec_tran_only	CYC1	chr8	144095039	144097525	+	1745.21114043402
ec_tran_only	EIF4G1	chr3	184314495	184335358	+	1739.76451916823
ec_tran_only	CHCHD2	chr7	56101573	56106476	-	1732.3109017536
ec_tran_only	NOP10	chr15	34341719	34343136	-	1719.74901991127
ec_tran_only	MID1IP1	chrX	38801432	38806537	+	1717.26158217484
ec_tran_only	PAICS	chr4	56435741	56464578	+	1705.39199295003
ec_tran_only	P4HB	chr17	81843161	81860624	-	1704.30823914215
ec_tran_only	POLE3	chr9	113407235	113410675	-	1691.49579771517
ec_tran_only	NACA	chr12	56712305	56731628	-	1689.5275425325
ec_tran_only	ARL6IP1	chr16	18791669	18801572	-	1686.31787159102
ec_tran_only	SRSF3	chr6	36594353	36605600	+	1684.08906338512
ec_tran_only	CBX3	chr7	26201162	26213607	+	1674.28373307933
ec_tran_only	TCEAL8	chrX	103252995	103255192	-	1673.34987304653
ec_tran_only	SRP14	chr15	40035690	40039181	-	1672.13071557719
ec_tran_only	XBP1	chr22	28794555	28800597	-	1661.30124411887
ec_tran_only	AUP1	chr2	74526645	74529760	-	1658.54139193699
ec_tran_only	HMGN1	chr21	39342315	39349647	-	1645.25737333096
ec_tran_only	TXNIP	chr1	145992435	145996579	-	1639.36687823417
ec_tran_only	TMED2	chr12	123584533	123598582	+	1637.67893434788
ec_tran_only	MAT2A	chr2	85539168	85545281	+	1600.25126230549
ec_tran_only	ANP32E	chr1	150218417	150236156	-	1585.48361453104
ec_tran_only	CKS1B	chr1	154974653	154979251	+	1585.02240069666
ec_tran_only	SEPHS2	chr16	30443631	30445874	-	1572.81221424696
ec_tran_only	RPS15A	chr16	18781295	18790383	-	1568.41862554386
ec_tran_only	MRPL41	chr9	137551879	137552555	+	1544.43296023785
ec_tran_only	HSPD1	chr2	197486584	197516737	-	1540.41444252286
ec_tran_only	ILF2	chr1	153661788	153671028	-	1534.65171802438
ec_tran_only	HNRNPU	chr1	244840638	244864560	-	1533.35162824351
ec_tran_only	UTP3	chr4	70688532	70690551	+	1529.17694132312
ec_tran_only	RSL1D1	chr16	11833850	11851580	-	1519.2449608076
ec_tran_only	UQCRQ	chr5	132866630	132868847	+	1513.24520323894
ec_tran_only	SRSF7	chr2	38743599	38751494	-	1508.07748315212
ec_tran_only	MALAT1	chr11	65497688	65506516	+	1506.43683930265
ec_tran_only	NDUFA1	chrX	119871832	119876662	+	1495.18711827155
ec_tran_only	MDH1	chr2	63588609	63607197	+	1491.96494131565
ec_tran_only	HMGA1	chr6	34236873	34246231	+	1489.74169530184
ec_tran_only	MAZ	chr16	29806106	29811164	+	1481.35497102875
ec_tran_only	FKBP10	chr17	41812680	41823213	+	1480.69282837709
ec_tran_only	CCT4	chr2	61868085	61888671	-	1475.23649664447
ec_tran_only	ATP5MC3	chr2	175176258	175181710	-	1467.64994260842
ec_tran_only	HAX1	chr1	154272589	154275875	+	1466.17983856286
ec_tran_only	MIF	chr22	23894383	23895227	+	1462.34825370993
ec_tran_only	PGRMC1	chrX	119236245	119244466	+	1448.64369766367
ec_tran_only	RPL7L1	chr6	42879616	42889925	+	1442.85578606955
ec_tran_only	RSL24D1	chr15	55180806	55197049	-	1442.20541756364
ec_tran_only	COX4I1	chr16	85798633	85807068	+	1441.7496987508
ec_tran_only	RRAGA	chr9	19049427	19051025	+	1412.7573750949
ec_tran_only	HNRNPA2B1	chr7	26171151	26201529	-	1403.08310418257
ec_tran_only	HNRNPDL	chr4	82422564	82430408	-	1397.38281819876
ec_tran_only	RBM3	chrX	48574449	48581162	+	1388.64221701181
ec_tran_only	ZBTB33	chrX	120250752	120258398	+	1384.29837605198
ec_tran_only	NDUFB10	chr16	1959538	1961975	+	1372.71932083539
ec_tran_only	EIF2S3	chrX	24054946	24078810	+	1341.40920942104
ec_tran_only	PSMD2	chr3	184299198	184309050	+	1335.84542538098
ec_tran_only	SAP18	chr13	21140514	21149084	+	1334.45328883545
ec_tran_only	TCIM	chr8	40153482	40155310	+	1333.40034915464
ec_tran_only	FTH1	chr11	61959718	61967634	-	1328.10673313556
ec_tran_only	KLHL9	chr9	21329665	21335404	-	1316.33914979397
ec_tran_only	SF3B4	chr1	149923317	149927803	-	1302.0823646279
ec_tran_only	PPP1CC	chr12	110719680	110742939	-	1299.05679223768
ec_tran_only	PSME1	chr14	24136163	24138967	+	1295.07992208249
ec_tran_only	PEBP1	chr12	118136124	118145584	+	1294.22401132853
ec_tran_only	UBL5	chr19	9827892	9830115	+	1293.13581105805
ec_tran_only	CKS2	chr9	89311195	89316703	+	1278.77265875709
ec_tran_only	FKBP4	chr12	2794970	2805423	+	1277.57541605232
ec_tran_only	HYOU1	chr11	119044188	119057227	-	1275.71262454382
ec_tran_only	NDUFA4	chr7	10931943	10940153	-	1265.69781010791
ec_tran_only	DBI	chr2	119366921	119372560	+	1263.62243107822
ec_tran_only	MGAT2	chr14	49620799	49623481	+	1263.41704607098
ec_tran_only	IMP4	chr2	130342877	130347967	+	1255.79611656643
ec_tran_only	CSDE1	chr1	114716913	114758676	-	1243.04020855517
ec_tran_only	SNHG6	chr8	66921684	66926398	-	1240.02308662633
ec_tran_only	PRDX2	chr19	12796820	12801800	-	1236.90511530091
ec_tran_only	CUTA	chr6	33416442	33418317	-	1234.67159303642
ec_tran_only	CCNG1	chr5	163437569	163446151	+	1234.24361862495
ec_tran_only	PPIA	chr7	44796680	44824564	+	1233.09934800687
ec_tran_only	HSPB1	chr7	76302673	76304295	+	1223.23233321269
ec_tran_only	SSR2	chr1	156009048	156020951	-	1222.29620310602
ec_tran_only	CDK4	chr12	57747727	57756013	-	1221.23115781764
ec_tran_only	NCBP2AS2	chr3	196942674	196943543	+	1203.76987526689
ec_tran_only	SF3B6	chr2	24067586	24076373	-	1201.12563923415
ec_tran_only	RANBP1	chr22	20115938	20127355	+	1200.99129517163
ec_tran_only	HNRNPAB	chr5	178204533	178211163	+	1198.0926941084
ec_tran_only	MAGED2	chrX	54807599	54816015	+	1163.95451138491
ec_tran_only	PPP1R14B	chr11	64244479	64246943	-	1162.89437910021
ec_tran_only	STOML2	chr9	35099776	35103195	-	1162.67274850076
ec_tran_only	OSTC	chr4	108650585	108667820	+	1161.26200479058
ec_tran_only	TRIAP1	chr12	120443964	120446384	-	1160.19528196771
ec_tran_only	KRT18	chr12	52948871	52952906	+	1155.94903651867
ec_tran_only	FABP5	chr8	81280536	81284777	+	1154.19010364296
ec_tran_only	SRRM2	chr16	2752626	2772538	+	1149.4211921377
ec_tran_only	CFL2	chr14	34709113	34714823	-	1142.82257740628
ec_tran_only	SRSF9	chr12	120461672	120469748	-	1140.78104550355
ec_tran_only	PYCR1	chr17	81932384	81942412	-	1136.40682157045
ec_tran_only	MAF1	chr8	144104461	144107611	+	1132.95946848217
ec_tran_only	EMC6	chr17	3668812	3669668	+	1130.20989616763
ec_tran_only	MRPL57	chr13	21176658	21179084	+	1129.14186230208
ec_tran_only	TRMT10C	chr3	101561868	101566446	+	1129.03490188346
ec_tran_only	ZNF703	chr8	37695782	37700019	+	1119.85089891788
ec_tran_only	NDUFB11	chrX	47142216	47145038	-	1119.73419888796
ec_tran_only	SLC25A3	chr12	98593591	98606379	+	1116.88575046607
ec_tran_only	ITM2B	chr13	48232612	48270357	+	1113.08977764403
ec_tran_only	GRINA	chr8	143990056	143993415	+	1112.97830071297
ec_tran_only	COPS6	chr7	100088969	100092187	+	1109.16537338279
ec_tran_only	FLNA	chrX	154348524	154374634	-	1100.46181363718
ec_tran_only	PRELID1	chr5	177303799	177306949	+	1099.8744173347
ec_tran_only	HSP90AA1	chr14	102080742	102139699	-	1097.24527764339
ec_tran_only	HSD17B10	chrX	53431258	53434370	-	1097.02341970485
ec_tran_only	NRN1	chr6	5997999	6007605	-	1092.55181589588
ec_tran_only	SLC39A7	chr6	33200445	33204439	+	1086.04858684195
ec_tran_only	ID3	chr1	23557926	23559501	-	1085.1583024787
ec_tran_only	NUDT15	chr13	48037726	48047221	+	1082.71644965698
ec_tran_only	GPX4	chr19	1103926	1106791	+	1081.19844021597
ec_tran_only	AP2M1	chr3	184174689	184184091	+	1078.86876615979
ec_tran_only	HOXC12	chr12	53954903	53958956	+	1078.73036744957
ec_tran_only	UQCRB	chr8	96222947	96235546	-	1076.5580088014
ec_tran_only	NPM3	chr10	101781325	101783413	-	1071.21231868971
ec_tran_only	UCHL1	chr4	41256413	41268455	+	1065.0882798044
ec_tran_only	UBL4A	chrX	154483717	154486615	-	1064.54011634804
ec_tran_only	MLEC	chr12	120687149	120701859	+	1064.05117276711
ec_tran_only	TOMM20	chr1	235109341	235128837	-	1059.09759138333
ec_tran_only	C1orf43	chr1	154206696	154220637	-	1049.75505382013
ec_tran_only	PSMD10	chrX	108084207	108091549	-	1048.70871081801
ec_tran_only	ALDH1B1	chr9	38392702	38398661	+	1046.11661564362
ec_tran_only	SSRP1	chr11	57325986	57335892	-	1045.18287740803
ec_tran_only	DDX17	chr22	38483438	38507660	-	1042.56064851164
ec_tran_only	GANAB	chr11	62624826	62646726	-	1042.48934867275
ec_tran_only	CDKN1B	chr12	12715058	12722369	+	1040.66450456525
ec_tran_only	SNHG29	chr17	16438767	16478678	+	1036.10275133143
ec_tran_only	TMA7	chr3	48440257	48444208	+	1035.71013747002
ec_tran_only	CCT7	chr2	73233420	73253021	+	1034.21023227957
ec_tran_only	CXCR4	chr2	136114349	136118149	-	1032.40836851304
ec_tran_only	SSR4	chrX	153793516	153798499	+	1029.19821793713
ec_tran_only	ARF1	chr1	228082660	228099212	+	1028.06465974685
ec_tran_only	DCXR	chr17	82035136	82037709	-	1025.97943664396
ec_tran_only	TMED4	chr7	44577894	44582287	-	1023.39733796552
ec_tran_only	HNRNPH2	chrX	101408222	101414133	+	1023.20873025373
ec_tran_only	EMD	chrX	154379273	154381523	+	1022.25067280075
ec_tran_only	HDGF	chr1	156742109	156766925	-	1020.84031349373
ec_tran_only	SEC61A1	chr3	128051641	128071683	+	1020.28908737326
ec_tran_only	IDI1	chr10	1039152	1049170	-	1018.0775338293
ec_tran_only	TRIR	chr19	12730640	12734684	-	1015.80889889186
ec_tran_only	NCBP2	chr3	196935402	196942594	-	1008.3596157485
ec_tran_only	ATP5PB	chr1	111448864	111462773	+	1007.45111518354
ec_tran_only	HNRNPA0	chr5	137745651	137754363	-	1005.26193676622
ec_tran_only	TIMM13	chr19	2425625	2427586	-	1003.50159937565
ec_tran_only	UQCRH	chr1	46303698	46316776	+	1003.47533932733
ec_tran_only	NONO	chrX	71254814	71301522	+	1003.06132799711
ec_tran_only	RNF5	chr6	32178405	32180793	+	1000.1107383073
ec_tran_only	TOMM22	chr22	38681957	38685421	+	998.849138901625
ec_tran_only	HNRNPH3	chr10	68331174	68343191	+	997.870139459242
ec_tran_only	NOTUM	chr17	81952507	81961840	-	994.373445869546
ec_tran_only	BSG	chr19	571277	583493	+	994.33066802193
ec_tran_only	CANX	chr5	179678628	179731641	+	993.542429154155
ec_tran_only	ZCCHC3	chr20	297570	300321	+	990.181661669953
ec_tran_only	COX6A1	chr12	120438090	120440737	+	989.737164980853
ec_tran_only	GTF3A	chr13	27424619	27435823	+	986.190741458203
ec_tran_only	EIF3G	chr19	10115014	10119918	-	983.003770568796
ec_tran_only	KDELR1	chr19	48382575	48391551	-	982.304942807722
ec_tran_only	RPL28	chr19	55385932	55403250	+	971.468093679264
ec_tran_only	CCT6A	chr7	56051685	56063989	+	970.030449918743
ec_tran_only	CCDC85B	chr11	65890673	65891635	+	967.359450809353
ec_tran_only	FDPS	chr1	155308748	155320666	+	967.347142506321
ec_tran_only	NAP1L1	chr12	76036585	76084735	-	962.778680104435
ec_tran_only	ATP6V1F	chr7	128862856	128865847	+	961.844182978919
ec_tran_only	FASN	chr17	82078338	82098294	-	954.845748218342
ec_tran_only	OXA1L	chr14	22766522	22773042	+	954.546715852801
ec_tran_only	RFX5	chr1	151340640	151347326	-	954.13916171155
ec_tran_only	ATP5F1A	chr18	46080248	46104334	-	953.399560600679
ec_tran_only	MOGS	chr2	74461057	74465410	-	953.076018214661
ec_tran_only	NFE2L1	chr17	48048329	48061545	+	950.52817901202
ec_tran_only	DIS3	chr13	72752169	72782096	-	950.47365967037
ec_tran_only	ATRAID	chr2	27212027	27217178	+	949.685952377449
ec_tran_only	NRAS	chr1	114704469	114716771	-	949.016086289413
ec_tran_only	DDOST	chr1	20651767	20661544	-	941.743236452318
ec_tran_only	MYL6	chr12	56158346	56163496	+	941.372804470813
ec_tran_only	THAP11	chr16	67842320	67844195	+	941.343010460368
ec_tran_only	C6orf120	chr6	169702190	169704856	+	940.071994324265
ec_tran_only	ATXN7L3B	chr12	74537835	74545430	+	939.247769662514
ec_tran_only	HOXD13	chr2	176092721	176095944	+	938.27333189493
ec_tran_only	RNF113A	chrX	119870475	119871733	-	938.208514758718
ec_tran_only	MANF	chr3	51385291	51389397	+	936.064710303454
ec_tran_only	UQCR10	chr22	29767369	29770413	+	933.048971750791
ec_tran_only	TUG1	chr22	30969245	30979395	+	929.78101768947
ec_tran_only	SLC25A39	chr17	44319625	44324870	-	927.955087269266
ec_tran_only	ESD	chr13	46771256	46797420	-	925.482576957876
ec_tran_only	COX7B	chrX	77899440	77907376	+	924.65618749419
ec_tran_only	SMIM15	chr5	61157704	61162468	-	924.295721086481
ec_tran_only	PSME2	chr14	24143362	24147570	-	923.067127673104
ec_tran_only	H3-3A	chr1	226061851	226072019	+	921.556080709424
ec_tran_only	CCT5	chr5	10249929	10266389	+	920.40625153718
ec_tran_only	EIF5	chr14	103333544	103345025	+	919.49947823239
ec_tran_only	GNL3	chr3	52681156	52694497	+	918.918450617085
ec_tran_only	PRRC2A	chr6	31620715	31637771	+	916.663670682333
ec_tran_only	MTHFD2	chr2	74186172	74217565	+	909.025091554472
ec_tran_only	MCM7	chr7	100092728	100101940	-	902.271859743933
ec_tran_only	SLC1A5	chr19	46774883	46788594	-	898.515672504603
ec_tran_only	KBTBD6	chr13	41127569	41132802	-	898.310914716564
ec_tran_only	CHCHD1	chr10	73782047	73783652	+	896.217979740602
ec_tran_only	TIMM8B	chr11	112084800	112086798	-	893.944226342325
ec_tran_only	AURKAIP1	chr1	1373730	1375495	-	892.226197489171
ec_tran_only	PREB	chr2	27130756	27134666	-	890.379616184095
ec_tran_only	KHSRP	chr19	6413348	6424794	-	886.864463012128
ec_tran_only	POLR2K	chr8	100150623	100154003	+	882.966472897036
ec_tran_only	PSMA4	chr15	78540405	78552417	+	881.102139213242
ec_tran_only	H2AX	chr11	119093854	119095467	-	879.602120210586
ec_tran_only	CIAO1	chr2	96266159	96274173	+	878.270137230673
ec_tran_only	APRT	chr16	88809339	88811937	-	877.722885237539
ec_tran_only	PDIA4	chr7	149003062	149028662	-	877.627651356928
ec_tran_only	CCT2	chr12	69585426	69601570	+	873.737837019287
ec_tran_only	KPNB1	chr17	47649476	47685505	+	873.21749682739
ec_tran_only	FGFBP1	chr4	15935577	15938740	-	873.083550492624
