group	gene	chrom	start	end	strand	gex
ec_tran_only	ATP5F1B	chr12	56638175	56645984	-	5279.31025188533
ec_tran_only	IMPDH2	chr3	49024325	49029447	-	5226.2391277447
ec_tran_only	RPL9	chr4	39452587	39458931	-	5188.36048866047
ec_tran_only	UBA52	chr19	18571730	18577550	+	4923.13976074586
ec_tran_only	EIF4A2	chr3	186783205	186789897	+	4835.11519794278
ec_tran_only	HSP90B1	chr12	103930107	103953645	+	4495.74577912402
ec_tran_only	MRFAP1	chr4	6640091	6642745	+	4383.04811286578
ec_tran_only	PRAC1	chr17	48721719	48722518	-	4379.66394494327
ec_tran_only	RPL14	chr3	40457292	40468587	+	4332.45301476057
ec_tran_only	SF3B5	chr6	144094884	144095573	-	4327.06565237478
ec_tran_only	PCBP1	chr2	70087477	70089203	+	4259.62693910286
ec_tran_only	MRPS16	chr10	73248843	73252693	-	4157.73257092284
ec_tran_only	ENO1	chr1	8861000	8879190	-	4148.43270690671
ec_tran_only	NORAD	chr20	36045618	36051018	-	4071.85093038696
ec_tran_only	RPL36AL	chr14	49618530	49620626	-	4066.78240433825
ec_tran_only	LGALS1	chr22	37675636	37679802	+	4021.74278338899
ec_tran_only	RPL37	chr5	40825262	40835222	-	3973.2535132468
ec_tran_only	FAU	chr11	65120630	65122177	-	3970.5755029672
ec_tran_only	YBX1	chr1	42682418	42703805	+	3939.21274063767
ec_tran_only	TUBA1B	chr12	49127782	49131397	-	3822.99574533534
ec_tran_only	H2AZ1	chr4	99948086	99950355	-	3789.85045095912
ec_tran_only	RN7SL1	chr14	49586580	49586878	+	3774.26120920639
ec_tran_only	SLC38A2	chr12	46358188	46372773	-	3768.72121832718
ec_tran_only	TUBB4B	chr9	137241287	137243707	+	3733.55015409549
ec_tran_only	RPL4	chr15	66498015	66524532	-	3656.99915830883
ec_tran_only	LDHA	chr11	18394560	18408425	+	3642.81785919879
ec_tran_only	RPS4X	chrX	72255679	72277248	-	3615.60218619374
ec_tran_only	SET	chr9	128683424	128696400	+	3532.22751542351
ec_tran_only	MSMP	chr9	35752990	35756613	-	3454.35763498399
ec_tran_only	TXNIP	chr1	145992435	145996579	-	3399.30831666216
ec_tran_only	EIF4G2	chr11	10797050	10808940	-	3383.60206612037
ec_tran_only	PFN1	chr17	4945652	4949061	-	3379.48650389053
ec_tran_only	RPS26	chr12	56041351	56044697	+	3321.54748985785
ec_tran_only	RPS20	chr8	56067254	56074510	-	3314.73491951181
ec_tran_only	ADO	chr10	62804720	62808479	+	3307.0575433322
ec_tran_only	BTF3	chr5	73498408	73505635	+	3259.65698788636
ec_tran_only	ID1	chr20	31605283	31606515	+	3249.58561492421
ec_tran_only	CCDC85B	chr11	65890673	65891635	+	3183.67088096671
ec_tran_only	CYCS	chr7	25118656	25125260	-	3147.92258416804
ec_tran_only	PABPC1	chr8	100685816	100722809	-	3102.03916516485
ec_tran_only	PSMB4	chr1	151399560	151401937	+	3082.92001516477
ec_tran_only	TPI1	chr12	6867119	6870948	+	3050.93251821968
ec_tran_only	DDX5	chr17	64498254	64508199	-	3005.16688648298
ec_tran_only	PPP1R14B	chr11	64244479	64246943	-	2917.25391310687
ec_tran_only	B2M	chr15	44711487	44718851	+	2901.00310502707
ec_tran_only	PRDX6	chr1	173477330	173488815	+	2881.06439390578
ec_tran_only	RPL38	chr17	74203582	74210655	+	2871.28856889587
ec_tran_only	RPS3	chr11	75399515	75422280	+	2862.93727654523
ec_tran_only	CYC1	chr8	144095039	144097525	+	2843.9680335529
ec_tran_only	ACTG1	chr17	81509971	81523847	-	2817.17943067899
ec_tran_only	ARF6	chr14	49893082	49897054	+	2708.42900572307
ec_tran_only	BANF1	chr11	66002228	66004149	+	2681.26230057283
ec_tran_only	SAT1	chrX	23783173	23786226	+	2635.60206323352
ec_tran_only	HSPD1	chr2	197486584	197516737	-	2604.11157963817
ec_tran_only	HIGD2A	chr5	176388751	176389761	+	2580.8596567102
ec_tran_only	OAZ1	chr19	2269509	2273490	+	2566.90749713223
ec_tran_only	CHCHD1	chr10	73782047	73783652	+	2509.06688848785
ec_tran_only	H3-3B	chr17	75776434	75785893	-	2485.39698138683
ec_tran_only	KRT19	chr17	41523617	41528308	-	2477.84914566863
ec_tran_only	NOP10	chr15	34341719	34343136	-	2473.11857715391
ec_tran_only	OST4	chr2	27070472	27071654	-	2469.06549763599
ec_tran_only	PRELID1	chr5	177303799	177306949	+	2411.76941832569
ec_tran_only	TAGLN2	chr1	159918107	159925507	-	2402.56405666873
ec_tran_only	HMGB2	chr4	173331376	173334432	-	2390.09540654294
ec_tran_only	SHMT2	chr12	57229573	57234935	+	2380.99221303211
ec_tran_only	RPL30	chr8	98024851	98046469	-	2351.56604994679
ec_tran_only	PHLDA1	chr12	76025447	76033932	-	2330.41954449047
ec_tran_only	ZYX	chr7	143381295	143391111	+	2322.03217167617
ec_tran_only	7SK	chr1	120228046	120228295	-	2307.04282807595
ec_tran_only	HNRNPK	chr9	83968083	83980616	-	2298.86739911467
ec_tran_only	NCL	chr2	231453531	231483641	-	2298.0164990593
ec_tran_only	EIF5A	chr17	7306999	7312463	+	2292.1369563842
ec_tran_only	APH1A	chr1	150265399	150269580	-	2258.67063791478
ec_tran_only	TUFM	chr16	28842411	28846348	-	2240.36751462909
ec_tran_only	ODC1	chr2	10439968	10448327	-	2237.25392636073
ec_tran_only	S100A16	chr1	153606886	153613145	-	2223.53298840954
ec_tran_only	EIF3G	chr19	10115014	10119918	-	2218.40964720893
ec_tran_only	HMGN2	chr1	26472440	26476642	+	2216.02447552658
ec_tran_only	RBM3	chrX	48574449	48581162	+	2208.91708710607
ec_tran_only	RPL34	chr4	108620566	108630412	+	2184.68399822095
ec_tran_only	PRDX5	chr11	64318121	64321811	+	2174.7447630903
ec_tran_only	CCT6A	chr7	56051685	56063989	+	2164.35948866152
ec_tran_only	RPL28	chr19	55385932	55403250	+	2157.8807326732
ec_tran_only	PPIA	chr7	44796680	44824564	+	2143.62431822564
ec_tran_only	SERBP1	chr1	67407810	67430415	-	2143.49264920616
ec_tran_only	ARF1	chr1	228082660	228099212	+	2133.16643088111
ec_tran_only	ZNF503	chr10	75397830	75401764	-	2109.32962353753
ec_tran_only	SFN	chr1	26863149	26864456	+	2103.48306271378
ec_tran_only	GSPT2	chrX	51743442	51746232	+	2092.87141606294
ec_tran_only	EIF5	chr14	103333544	103345025	+	2088.48794282738
ec_tran_only	SRP14	chr15	40035690	40039181	-	2074.86799851155
ec_tran_only	SRPRA	chr11	126262938	126269144	-	2074.03361292235
ec_tran_only	MAT2A	chr2	85539168	85545281	+	2067.05002325288
ec_tran_only	SCD	chr10	100347233	100364826	+	2065.80465868161
ec_tran_only	PPIB	chr15	64155817	64163022	-	2034.93465475259
ec_tran_only	HOXB13	chr17	48724763	48728750	-	2028.10484793745
ec_tran_only	SNHG16	chr17	76557764	76565348	+	1987.88302187136
ec_tran_only	RPL36	chr19	5674947	5691875	+	1986.21953056641
ec_tran_only	MRPL41	chr9	137551879	137552555	+	1985.22402927785
ec_tran_only	EIF4B	chr12	53006282	53042215	+	1984.2025283599
ec_tran_only	HSPA9	chr5	138553756	138575675	-	1955.77249043299
ec_tran_only	MRPL51	chr12	6491886	6493841	-	1937.44918964163
ec_tran_only	GPX4	chr19	1103926	1106791	+	1933.62290915316
ec_tran_only	MT2A	chr16	56608584	56609497	+	1932.59760635064
ec_tran_only	CSTB	chr21	43772511	43776330	-	1917.6485533569
ec_tran_only	JUNB	chr19	12791486	12793315	+	1917.29357823751
ec_tran_only	RGS2	chr1	192809039	192812275	+	1913.98561993772
ec_tran_only	CD63	chr12	55725323	55729707	-	1911.49847983522
ec_tran_only	KRT18	chr12	52948871	52952906	+	1900.44924455489
ec_tran_only	CHCHD2	chr7	56101573	56106476	-	1879.27057424769
ec_tran_only	P4HB	chr17	81843161	81860624	-	1877.14305738234
ec_tran_only	SMIM30	chr7	113116718	113118560	-	1868.44356881758
ec_tran_only	CEBPB	chr20	50190830	50192668	+	1853.31118477092
ec_tran_only	S100P	chr4	6693878	6697170	+	1841.20791538597
ec_tran_only	AGR2	chr7	16791811	16833433	-	1840.85892285921
ec_tran_only	CLIC1	chr6	31730581	31739763	-	1829.10803145305
ec_tran_only	DRAP1	chr11	65919274	65921563	+	1822.20518503506
ec_tran_only	PLP2	chrX	49171898	49175235	+	1804.40280082188
ec_tran_only	POLE3	chr9	113407235	113410675	-	1801.26946407208
ec_tran_only	HLA-A	chr6	29941260	29945884	+	1795.18736788264
ec_tran_only	HSP90AA1	chr14	102080742	102139699	-	1780.85927823461
ec_tran_only	ANXA1	chr9	73151865	73170393	+	1777.98879101165
ec_tran_only	PRDX1	chr1	45510914	45542732	-	1766.20270216247
ec_tran_only	MRPS34	chr16	1771890	1773150	-	1755.86523873238
ec_tran_only	SNHG1	chr11	62851984	62855953	-	1741.08952950617
ec_tran_only	FABP5	chr8	81280536	81284777	+	1740.22856902857
ec_tran_only	ATP5F1E	chr20	59025475	59032345	-	1737.79398513075
ec_tran_only	BZW1	chr2	200810594	200827338	+	1729.80973663548
ec_tran_only	SNHG8	chr4	118278709	118285316	+	1696.77070366026
ec_tran_only	HSPB1	chr7	76302673	76304295	+	1690.75884978854
ec_tran_only	MID1IP1	chrX	38801432	38806537	+	1673.9684776975
ec_tran_only	DDX21	chr10	68956170	68985068	+	1664.87355946747
ec_tran_only	CSDE1	chr1	114716913	114758676	-	1661.14582265705
ec_tran_only	FST	chr5	53480626	53487134	+	1655.78328912098
ec_tran_only	MALAT1	chr11	65497688	65506516	+	1654.60877548705
ec_tran_only	AUP1	chr2	74526645	74529760	-	1649.51610847608
ec_tran_only	ARHGDIA	chr17	81867721	81871378	-	1634.01961962447
ec_tran_only	DKK1	chr10	52314281	52318042	+	1627.90038862671
ec_tran_only	H1-10	chr3	129314771	129316286	-	1627.88729447295
ec_tran_only	RSL1D1	chr16	11833850	11851580	-	1627.32447110352
ec_tran_only	AC093673.1	chr7	143379692	143380495	-	1614.44430019933
ec_tran_only	SLC39A7	chr6	33200445	33204439	+	1594.54392542608
ec_tran_only	CDKN2B	chr9	22002903	22009305	-	1588.77288146451
ec_tran_only	COX5B	chr2	97646062	97648383	+	1586.86397515513
ec_tran_only	MAZ	chr16	29806106	29811164	+	1586.31947596381
ec_tran_only	MORF4L2	chrX	103675496	103688158	-	1562.37960876643
ec_tran_only	SEPHS2	chr16	30443631	30445874	-	1559.49466056978
ec_tran_only	SLC25A3	chr12	98593591	98606379	+	1552.40859589738
ec_tran_only	AURKAIP1	chr1	1373730	1375495	-	1547.15272591187
ec_tran_only	GNL3	chr3	52681156	52694497	+	1545.95211339728
ec_tran_only	MAF1	chr8	144104461	144107611	+	1544.05543194515
ec_tran_only	CENPB	chr20	3783851	3786740	-	1509.7568405981
ec_tran_only	HYOU1	chr11	119044188	119057227	-	1503.98057353664
ec_tran_only	UTP3	chr4	70688532	70690551	+	1498.97773423138
ec_tran_only	IER2	chr19	13150411	13154911	+	1485.20790764058
ec_tran_only	ZNF593	chr1	26169908	26170873	+	1484.06959704266
ec_tran_only	HNRNPAB	chr5	178204533	178211163	+	1476.11662228487
ec_tran_only	IRF2BPL	chr14	77024543	77028708	-	1474.29220221142
ec_tran_only	IRAK1	chrX	154010506	154019902	-	1472.82311569645
ec_tran_only	VDAC2	chr10	75210154	75231448	+	1470.13128816863
ec_tran_only	PRELID3B	chr20	59033145	59042809	-	1468.96699416512
ec_tran_only	SLC25A39	chr17	44319625	44324870	-	1438.38746210308
ec_tran_only	CD55	chr1	207321532	207386804	+	1435.88058777157
ec_tran_only	UBL5	chr19	9827892	9830115	+	1429.66116814016
ec_tran_only	C1orf43	chr1	154206696	154220637	-	1425.57814754339
ec_tran_only	CBX3	chr7	26201162	26213607	+	1421.0182507857
ec_tran_only	PHB2	chr12	6965327	6970780	-	1399.55782664032
ec_tran_only	RPL27A	chr11	8682788	8714759	+	1375.12121143431
ec_tran_only	PPDPF	chr20	63520765	63522206	+	1369.63107470185
ec_tran_only	RPL7L1	chr6	42879616	42889925	+	1368.34116192886
ec_tran_only	SSR2	chr1	156009048	156020951	-	1359.16159056073
ec_tran_only	PMAIP1	chr18	59899996	59904305	+	1359.10187540236
ec_tran_only	ATP5ME	chr4	672436	674330	-	1356.26965403064
ec_tran_only	PHLDA2	chr11	2928273	2929420	-	1354.37536117884
ec_tran_only	CCNG1	chr5	163437569	163446151	+	1352.72118170375
ec_tran_only	PNRC2	chr1	23956839	23963462	+	1351.67005919333
ec_tran_only	TRIAP1	chr12	120443964	120446384	-	1345.0956415093
ec_tran_only	YWHAZ	chr8	100916523	100953388	-	1342.71426615379
ec_tran_only	RSL24D1	chr15	55180806	55197049	-	1338.12986469508
ec_tran_only	CALM2	chr2	47160083	47176921	-	1333.153838646
ec_tran_only	COPS6	chr7	100088969	100092187	+	1329.41956117767
ec_tran_only	CNBP	chr3	129167827	129183922	-	1321.49526206446
ec_tran_only	HNRNPU	chr1	244840638	244864560	-	1316.86304703246
ec_tran_only	PPIF	chr10	79347469	79355334	+	1305.75094429221
ec_tran_only	GADD45A	chr1	67685201	67688334	+	1297.56298414147
ec_tran_only	PNMA1	chr14	73711783	73714384	-	1294.77296565663
ec_tran_only	PPP1R15A	chr19	48872421	48876058	+	1271.44194667836
ec_tran_only	CCT4	chr2	61868085	61888671	-	1270.51870548865
ec_tran_only	MTHFD2	chr2	74186172	74217565	+	1269.37471902488
ec_tran_only	XBP1	chr22	28794555	28800597	-	1268.92998993655
ec_tran_only	TRIR	chr19	12730640	12734684	-	1267.13969682703
ec_tran_only	SSR4	chrX	153793516	153798499	+	1265.21751154636
ec_tran_only	UBXN1	chr11	62676498	62679117	-	1261.34223824301
ec_tran_only	BHLHE40	chr3	4979437	4985323	+	1257.75333860428
ec_tran_only	CHMP1B	chr18	11851413	11854444	+	1257.46646543442
ec_tran_only	TIMP1	chrX	47582408	47586789	+	1257.31722479353
ec_tran_only	NFE2L1	chr17	48048329	48061545	+	1255.23486382775
ec_tran_only	H2AW	chr1	228456979	228457873	-	1248.15949218881
ec_tran_only	DDOST	chr1	20651767	20661544	-	1243.21658520099
ec_tran_only	RPS19	chr19	41860255	41872925	+	1243.01634565133
ec_tran_only	UBL4A	chrX	154483717	154486615	-	1239.66333710414
ec_tran_only	FZD8	chr10	35638249	35642278	-	1233.23509830861
ec_tran_only	PSME1	chr14	24136163	24138967	+	1223.93179512894
ec_tran_only	APRT	chr16	88809339	88811937	-	1215.58732245495
ec_tran_only	PHB	chr17	49404052	49414901	-	1214.82174738509
ec_tran_only	NOP56	chr20	2652593	2658393	+	1206.85044674068
ec_tran_only	NACA	chr12	56712305	56731628	-	1205.43441928134
ec_tran_only	UBE2S	chr19	55399745	55407788	-	1203.43785405877
ec_tran_only	CCT5	chr5	10249929	10266389	+	1195.34527614046
ec_tran_only	UQCRB	chr8	96222947	96235546	-	1190.17766260664
ec_tran_only	HMGN1	chr21	39342315	39349647	-	1182.76757320876
ec_tran_only	SIGMAR1	chr9	34634722	34637809	-	1174.14965422665
ec_tran_only	HNRNPDL	chr4	82422564	82430408	-	1170.1544683118
ec_tran_only	SLC50A1	chr1	155135344	155138857	+	1161.22104658371
ec_tran_only	NCBP2	chr3	196935402	196942594	-	1157.36343892335
ec_tran_only	EDF1	chr9	136862119	136866308	-	1156.57648607438
ec_tran_only	NDUFB10	chr16	1959538	1961975	+	1149.90371019389
ec_tran_only	HES1	chr3	194136148	194138732	+	1149.69689895431
ec_tran_only	PYCR1	chr17	81932384	81942412	-	1143.20527941394
ec_tran_only	TOMM22	chr22	38681957	38685421	+	1142.6757581252
ec_tran_only	SRSF3	chr6	36594353	36605600	+	1142.45911554637
ec_tran_only	SNRPD2	chr19	45687454	45692569	-	1139.69112053855
ec_tran_only	ZNF770	chr15	34978341	34988287	-	1133.29098603145
ec_tran_only	NAXE	chr1	156591762	156594299	+	1127.77164535677
ec_tran_only	RAD23A	chr19	12945855	12953642	+	1126.09709512294
ec_tran_only	SRM	chr1	11054584	11060020	-	1125.34528410028
ec_tran_only	RNF187	chr1	228487382	228496188	+	1124.6861030527
ec_tran_only	CCT8	chr21	29055805	29073797	-	1123.59139078835
ec_tran_only	SOWAHC	chr2	109614364	109618990	+	1121.00851321961
ec_tran_only	MARCKS	chr6	113857345	113863475	+	1112.11208165026
ec_tran_only	CUTA	chr6	33416442	33418317	-	1110.82028081028
ec_tran_only	MICOS13	chr19	5678421	5680516	-	1110.71450637753
ec_tran_only	NR2C2AP	chr19	19201409	19203414	-	1108.32081584578
ec_tran_only	MANF	chr3	51385291	51389397	+	1106.81875560089
ec_tran_only	CERS2	chr1	150960583	150975003	-	1106.61932183511
ec_tran_only	CKS1B	chr1	154974653	154979251	+	1100.95840371194
ec_tran_only	TIMM8B	chr11	112084800	112086798	-	1098.57181484521
ec_tran_only	ATP5MC1	chr17	48892765	48895871	+	1095.84892107912
ec_tran_only	CANX	chr5	179678628	179731641	+	1091.44905120561
ec_tran_only	EIF2S2	chr20	34088309	34112243	-	1082.0240632938
ec_tran_only	PRMT1	chr19	49675786	49689029	+	1076.47427457664
ec_tran_only	LMAN1	chr18	59327823	59359265	-	1075.59041327918
ec_tran_only	COA4	chr11	73872667	73876901	-	1072.76066783119
ec_tran_only	CFL2	chr14	34709113	34714823	-	1069.29039813997
ec_tran_only	BSG	chr19	571277	583493	+	1069.12785007421
ec_tran_only	PGAM1	chr10	97426191	97433444	+	1065.11479893099
ec_tran_only	EMD	chrX	154379273	154381523	+	1060.41773903239
ec_tran_only	UQCRQ	chr5	132866630	132868847	+	1058.20174816845
ec_tran_only	HSPA13	chr21	14371115	14383484	-	1057.8347069646
ec_tran_only	PRMT5	chr14	22920525	22929408	-	1053.94655234896
ec_tran_only	FLNA	chrX	154348524	154374634	-	1052.43385693222
ec_tran_only	FOXA1	chr14	37589552	37596059	-	1051.61843613536
ec_tran_only	BMI1	chr10	22321099	22331484	+	1051.11422142481
ec_tran_only	RNF5	chr6	32178405	32180793	+	1050.29693637505
ec_tran_only	PSAP	chr10	71816298	71851325	-	1049.71010587569
ec_tran_only	ILF2	chr1	153661788	153671028	-	1048.19489365838
ec_tran_only	SOX4	chr6	21593751	21598619	+	1047.13060448815
ec_tran_only	TMA7	chr3	48440257	48444208	+	1046.76504101299
ec_tran_only	KHSRP	chr19	6413348	6424794	-	1043.65014387126
ec_tran_only	NOLC1	chr10	102152176	102163871	+	1039.67332441001
ec_tran_only	PTGES3	chr12	56663341	56688408	-	1035.57532139407
ec_tran_only	SRP9	chr1	225777813	225790468	+	1033.53413295581
ec_tran_only	PKM	chr15	72199029	72231822	-	1032.02808103128
ec_tran_only	TARS1	chr5	33440696	33468091	+	1028.19976694109
ec_tran_only	IMP4	chr2	130342877	130347967	+	1027.34272288084
ec_tran_only	MRPL9	chr1	151759647	151763496	-	1023.1166085405
ec_tran_only	MGAT2	chr14	49620799	49623481	+	1020.4250795508
ec_tran_only	MYL12A	chr18	3247481	3256236	+	1018.575238101
ec_tran_only	SRSF2	chr17	76734115	76737333	-	1016.8770526105
ec_tran_only	SLC1A5	chr19	46774883	46788594	-	1012.68063159852
ec_tran_only	EEF1A2	chr20	63488013	63499239	-	1005.51038700307
ec_tran_only	POLR2K	chr8	100150623	100154003	+	1005.16726708398
ec_tran_only	NDUFA1	chrX	119871832	119876662	+	1002.3134576453
ec_tran_only	CCT2	chr12	69585426	69601570	+	996.140022052926
ec_tran_only	PPP1R15B	chr1	204403381	204411817	-	996.078072057568
ec_tran_only	NARS1	chr18	57600656	57622213	-	995.439435417297
ec_tran_only	TRMT10C	chr3	101561868	101566446	+	995.053422039957
ec_tran_only	EIF2S3	chrX	24054946	24078810	+	990.697700316549
ec_tran_only	SHISA3	chr4	42397488	42402487	+	986.274216267424
ec_tran_only	MRPS7	chr17	75261674	75266376	+	984.731969464587
ec_tran_only	CKS2	chr9	89311195	89316703	+	983.636555620717
ec_tran_only	ADAM15	chr1	155050566	155062775	+	981.802714340652
ec_tran_only	RTL8A	chrX	135050932	135052196	-	980.511316588881
ec_tran_only	C19orf53	chr19	13774456	13778773	+	978.797179549558
ec_tran_only	MRPL17	chr11	6680385	6683340	-	978.212885071139
ec_tran_only	UQCRH	chr1	46303698	46316776	+	976.529263410619
ec_tran_only	OXA1L	chr14	22766522	22773042	+	973.964767581791
ec_tran_only	HSD17B10	chrX	53431258	53434370	-	970.080723293336
ec_tran_only	TMEM203	chr9	137204082	137205648	-	965.268811721232
ec_tran_only	SOX12	chr20	325595	330224	+	963.138952375635
ec_tran_only	NHP2	chr5	178149463	178153894	-	960.357573984854
ec_tran_only	KPNB1	chr17	47649476	47685505	+	957.141435400071
ec_tran_only	RRS1	chr8	66429014	66430733	+	955.562361962833
ec_tran_only	HLA-E	chr6	30489509	30494194	+	951.696548055113
ec_tran_only	TMED4	chr7	44577894	44582287	-	940.619255464596
ec_tran_only	ARL6IP1	chr16	18791669	18801572	-	940.131112862916
ec_tran_only	FAM131B	chr7	143353400	143362770	-	937.270203262159
ec_tran_only	EEF1D	chr8	143579697	143599541	-	935.955316004846
ec_tran_only	ZNF281	chr1	200404940	200410056	-	934.190615553645
ec_tran_only	MCL1	chr1	150560895	150579738	-	929.884548069377
ec_tran_only	RNF181	chr2	85595725	85597708	+	927.263496174895
ec_tran_only	NIP7	chr16	69337996	69343106	+	924.782837481309
ec_tran_only	HSPA1A	chr6	31815543	31817946	+	924.451954491498
ec_tran_only	TCP1	chr6	159778498	159789703	-	922.615702431389
ec_tran_only	CCND1	chr11	69641156	69654474	+	920.867046690808
